"2014/03/12 05:57:27","13464","0","1","0","0","0.00","47040"
"2014/03/12 05:57:32","13464","0","1","0","0","0.00","47016"
"2014/03/12 05:57:36","13464","0","1","0","0","0.00","46984"
"2014/03/12 05:57:41","13464","0","1","0","0","0.00","46960"
"2014/03/12 05:57:45","13464","0","1","0","0","0.00","46975"
"2014/03/12 05:57:49","13464","0","1","0","0","0.00","46966"
"2014/03/12 05:57:54","13464","0","1","0","0","0.00","46966"
"2014/03/12 05:57:58","13464","0","1","0","0","0.00","46969"
"2014/03/12 05:58:02","13464","0","1","0","0","0.00","46968"
"2014/03/12 05:58:07","13464","0","1","0","0","0.00","46968"
"2014/03/12 05:58:11","13464","0","1","0","0","0.00","46967"
"2014/03/12 05:58:15","13464","0","1","0","0","0.00","46966"
"2014/03/12 05:58:20","13464","0","1","0","0","0.00","46966"
"2014/03/12 05:58:24","13464","0","1","0","0","0.00","46966"
"2014/03/12 05:58:29","13464","0","1","0","0","0.00","46966"
"2014/03/12 05:58:33","13464","0","1","0","0","0.00","46965"
"2014/03/12 05:58:38","13464","0","1","0","0","0.00","46965"
"2014/03/12 05:58:42","13464","0","1","0","0","0.00","46964"
"2014/03/12 05:58:46","13464","0","1","0","0","0.00","46963"
"2014/03/12 05:58:51","13464","0","1","0","0","0.00","46963"
"2014/03/12 05:58:55","13464","0","1","0","0","0.00","46963"
"2014/03/12 05:58:59","13464","0","1","0","0","0.00","46962"
"2014/03/12 05:59:04","13464","0","1","0","0","0.00","46962"
"2014/03/12 05:59:08","13464","0","1","0","0","0.00","46962"
"2014/03/12 05:59:12","13464","0","1","0","0","0.00","46961"
"2014/03/12 05:59:17","13464","0","1","0","0","0.00","46960"
"2014/03/12 05:59:21","13464","0","1","0","0","0.00","46961"
"2014/03/12 05:59:26","13464","0","1","0","0","0.00","46961"
"2014/03/12 05:59:30","13464","0","1","0","0","0.00","46957"
"2014/03/12 05:59:34","13464","0","1","0","0","0.00","46957"
"2014/03/12 05:59:39","13464","0","1","0","0","0.00","46958"
"2014/03/12 05:59:43","13464","0","1","0","0","0.00","46958"
"2014/03/12 05:59:48","13464","0","1","0","0","0.00","46957"
"2014/03/12 05:59:52","13464","0","1","0","0","0.00","46956"
"2014/03/12 05:59:56","13464","0","1","0","0","0.00","46958"
"2014/03/12 06:00:01","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:00:05","13464","0","1","0","0","0.00","46955"
"2014/03/12 06:00:09","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:00:14","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:00:18","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:00:23","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:00:27","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:00:31","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:00:36","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:00:40","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:00:44","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:00:49","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:00:53","13464","0","1","0","0","0.00","46955"
"2014/03/12 06:00:58","13464","0","1","0","0","0.00","46955"
"2014/03/12 06:01:02","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:01:06","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:01:11","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:01:15","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:01:19","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:01:24","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:01:28","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:01:33","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:01:37","13464","0","1","0","0","0.00","46958"
"2014/03/12 06:01:41","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:01:46","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:01:50","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:01:55","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:01:59","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:02:03","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:02:08","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:02:12","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:02:16","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:02:21","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:02:25","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:02:29","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:02:34","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:02:38","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:02:43","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:02:47","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:02:51","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:02:56","13464","0","1","0","0","0.00","46955"
"2014/03/12 06:03:00","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:03:05","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:03:09","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:03:13","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:03:18","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:03:22","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:03:27","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:03:31","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:03:35","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:03:40","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:03:44","13464","0","1","0","0","0.00","46956"
"2014/03/12 06:03:48","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:03:53","13464","0","1","0","0","0.00","46957"
"2014/03/12 06:03:57","13464","0","1","0","0","0.00","46955"
